149,http://walibi.microsite.be/hero_service/hero_service.asmx?WSDL,microsite.be,null,Belgium,0,null,null,null
104,http://olymp.ifs.tuwien.ac.at:8088/AudioFeatureExtractor?wsdl,tuwien.ac.at,128.130.35.76,Austria,2156012364,AS679 Vienna University of Technology,48.2,16.3667
91,http://almighty.pri.univie.ac.at/~mangler/ORA/ora.wsdl,univie.ac.at,131.130.70.17,Austria,2206352913,"AS760 University of Vienna, Austria",48.2,16.3667
60,http://www.originalsfestival.com.au/PublicService.asmx?WSDL,originalsfestival.com.au,null,Australia,0,null,null,null
162,http://www.tiensesuiker.com/service/service.asmx?WSDL,tiensesuiker.com,212.113.74.56,Belgium,3564194360,AS9166 HostIT Hasselt Belgium,50.8667,4.25
65,http://direct.tab.com.au/LiveOdds/Services/Racing/Racing.wsdl,tab.com.au,72.13.32.43,Australia,1208819755,AS26134 VeriSign Infrastructure & Operations,38.9599,-77.3428
50,http://www.mp3.com.au/WebServices/MediaGroupService.asmx?WSDL,mp3.com.au,50.23.104.22,Australia,840394774,null,37.3394,-121.895
25,http://www.microsoftsharepoint.com/venue/_vti_bin/BusinessDataCatalog.asmx?wsdl,microsoftsharepoint.com,203.19.66.79,Australia,3407037007,AS9268 Over The Wire Pty Ltd,-27,133
19,http://www.enterpriseconnect.gov.au/_vti_bin/People.asmx?wsdl,enterpriseconnect.gov.au,210.193.179.225,Australia,3535909857,AS17477 Macquarie Telecom,-27,133
78,http://www.messagenet.com.au/dotnet/Lodge.asmx?wsdl,messagenet.com.au,202.168.6.30,Australia,3400009246,AS9942 SOUL Converged Communications Australia,-37.7667,144.9167
75,http://hookmeup.com.au/Services/Service.asmx?WSDL,hookmeup.com.au,111.67.13.116,Australia,1866665332,"AS45454 Web24 Virtual & Dedicated hosting service provider, Melb, Australia",-27,133
108,http://dotnet.jku.at/csbook/solutions/19/BookStoreService.asmx?WSDL,jku.at,140.78.3.160,Austria,2353922976,AS1205 Johannes Kepler University,48.3,14.3
55,http://soap.bondwireless.com/soap/services/Enigma?wsdl,bondwireless.com,203.56.34.99,Australia,3409453667,AS9822 Amnet IT Services Pty Ltd,-34.9286,138.6007
37,http://www.shn.org.au/UserAddModify.asmx?wsdl,shn.org.au,203.12.31.159,Australia,3406569375,AS2764 AAPT Limited,-37.8232,144.9729
